daysOfTraining,refToMaterials,averageScore,numOfIntermediateClasses,final_result_-1_0_1
54,33,71.76397731,5,-1
7,8,58.04550297,0,1
45,54,70.66559461,5,-1
24,29,37.5684975,0,1
20,28,47.46703832,0,1
29,81,64.82254325,3,-1
30,22,38.79846875,1,1
36,65,69.33283648,3,-1
34,64,71.65259655,4,-1
28,34,51.59525458,1,1
60,66,86.3112017,4,-1
24,32,79.68125695,0,1
27,50,63.29638235,0,0
33,37,71.41273232,5,-1
26,40,35.54565868,0,1
34,74,67.78184779,3,-1
16,9,56.64003466,2,1
35,73,78.90195023,4,-1
23,58,58.49708186,4,-1
21,29,46.35389351,1,1
38,65,56.74482229,4,-1
65,67,69.55780721,3,-1
47,28,56.1755364,3,-1
65,57,59.24409581,4,-1
56,78,58.95785227,3,-1
9,17,19.72833364,0,1
56,52,76.30168136,5,-1
20,22,42.5379715,0,1
24,28,61.69031584,0,1
27,32,49.16927891,1,1
37,38,75.07083733,3,-1
10,23,52.44063068,2,1
30,0,60.31008595,0,1
18,19,46.94412977,0,1
20,25,54.06143233,0,1
40,48,61.4795441,4,-1
46,84,59.62185583,3,-1
36,50,64.65787659,4,-1
46,67,90.93832343,5,-1
15,17,69.18232306,2,1
17,25,48.85440967,0,1
36,49,81.16195614,5,-1
45,75,62.45726571,4,-1
17,32,35.88673173,1,1
35,53,61.26602184,5,-1
33,59,61.32945522,4,-1
19,13,16.07253722,0,1
57,62,72.28243348,5,-1
41,58,88.32352554,4,-1
37,59,92.48046453,5,-1
19,23,32.21818296,1,1
17,41,58.61897757,0,1
35,81,68.15084459,3,-1
18,59,55.460476,1,1
28,30,48.28641737,0,1
43,42,85.78074252,4,-1
12,24,50.62437038,1,1
41,51,67.26551797,5,-1
32,20,74.21558079,4,-1
15,60,73.0318493,4,-1
16,15,47.04037822,1,1
37,39,68.47995376,3,-1
30,76,76.97557223,3,-1
19,72,64.35476845,3,-1
25,77,70.77028664,4,-1
42,75,82.91391576,3,-1
11,29,57.52483418,1,1
29,8,21.21466683,0,1
20,58,81.71470811,4,-1
16,41,47.14889431,1,0
11,34,50.42769766,2,1
44,51,80.88261438,5,-1
39,70,69.7446591,5,-1
34,64,54.41279968,4,-1
27,40,26.00364363,0,1
17,20,47.80645861,1,1
69,59,70.34080458,5,-1
23,47,61.28283391,4,-1
63,68,63.53793279,4,-1
23,20,49.8860978,2,1
36,56,74.729086,4,-1
23,23,39.80185324,1,1
12,29,22.20262718,0,1
18,39,38.26508132,2,1
43,49,74.62077867,4,-1
31,52,74.37722259,5,-1
23,25,41.98695578,1,1
18,26,16.78577772,2,1
14,27,58.61436125,2,1
46,44,70.99311784,3,-1
26,35,26.44981929,1,1
47,95,74.64531715,3,-1
39,37,27.26550755,2,1
14,47,45.89608541,1,1
24,38,43.36110224,2,1
44,81,71.31661247,4,-1
21,43,36.04527389,0,1
19,12,51.54115758,2,1
15,42,42.59702362,2,1
30,34,62.04194357,0,1
25,55,74.42322066,5,-1
29,57,75.25152568,4,-1
21,30,37.24495323,1,1
16,31,23.08931263,1,1
43,72,71.86073776,3,-1
34,37,28.67554312,1,1
15,22,49.72922872,0,1
26,73,83.69797859,4,-1
32,40,53.271006,1,1
1,37,23.80941406,2,1
16,15,48.38134897,0,1
18,30,52.05891983,0,1
40,39,73.31044292,3,-1
26,27,47.57344186,0,1
24,18,49.65564518,2,1
52,66,71.78515459,5,-1
20,36,62.83803976,2,1
34,70,71.76526126,4,-1
13,37,40.33458782,2,1
27,33,52.83200238,2,1
23,59,74.39518572,3,-1
45,68,73.68934002,3,-1
19,42,41.67798137,2,1
30,6,24.16212438,1,1
45,59,75.60086236,3,-1
32,48,92.69121035,5,-1
35,56,67.63248154,3,-1
31,64,60.20080481,5,-1
30,70,75.17988916,5,-1
20,19,38.22798596,2,1
47,72,73.84499097,4,-1
16,13,54.65924893,2,1
8,34,35.18098428,0,1
28,11,48.44019094,1,1
8,34,62.11573839,2,1
40,34,85.41464091,4,-1
50,78,88.10115673,4,-1
25,47,70.2332642,3,-1
38,58,61.84778673,3,-1
34,67,78.51597556,4,-1
28,15,36.87319986,1,1
37,71,80.56750185,4,-1
46,84,69.00490273,3,-1
43,69,69.51161369,4,-1
51,76,74.35732853,5,-1
9,36,46.51059414,0,1
19,51,36.82843146,1,1
38,64,66.46780801,3,-1
44,45,71.39740735,4,-1
30,30,15.87138514,2,1
37,56,70.99157898,3,-1
26,2,53.62984258,2,1
22,40,32.02124426,0,1
18,37,23.32702273,0,1
30,23,28.42991827,0,1
50,67,93.29977783,4,-1
35,63,79.11815776,4,-1
30,54,92.9002874,4,-1
5,40,42.94671761,1,1
14,37,27.08109746,1,1
25,25,37.12214465,2,1
8,28,33.09533929,2,1
18,38,34.01927862,1,1
32,15,38.31920572,1,1
34,55,78.48407403,3,-1
54,51,77.04884703,5,-1
12,22,63.07339281,2,1
42,56,71.00843858,4,-1
25,63,77.978112,5,-1
11,48,34.55547142,2,1
20,73,74.01293637,3,-1
18,34,40.05727936,1,1
40,89,75.72182822,5,-1
18,25,57.49102611,0,1
11,18,37.03168114,0,1
22,47,57.45588539,5,-1
8,21,38.32571267,0,1
32,26,77.74999737,5,-1
35,65,79.52843988,5,-1
28,64,91.87125595,4,-1
44,58,77.38381659,4,-1
46,68,92.35727122,5,-1
3,44,62.38118612,0,1
10,44,50.82189666,1,1
36,38,52.92148899,0,1
12,26,48.25658689,0,1
18,10,52.13633875,2,1
39,59,80.95981421,3,-1
44,60,74.7834945,5,-1
10,26,18.05649911,2,1
19,25,63.40642709,0,1
4,40,56.87739267,1,1
38,54,67.20863134,5,-1
23,48,37.6341264,0,1
12,34,18.02903634,0,1
32,70,73.68417141,5,-1
57,72,72.58592899,3,-1
28,44,25.87437931,1,1
49,81,96.82854937,5,-1
42,60,58.50152067,3,-1
39,75,67.32394057,4,-1
27,21,48.32541355,0,1
10,62,69.74516083,5,-1
29,57,74.37083505,4,-1
28,36,24.38369358,0,1
24,17,48.17942362,0,1
18,25,57.09894997,1,1
70,70,65.33654786,3,-1
5,43,63.19814515,1,1
29,19,53.97691036,1,1
22,49,85.97282897,5,-1
55,55,84.43352725,4,-1
18,18,41.08986137,0,1
30,45,83.97933233,4,-1
50,60,78.99374605,4,-1
48,35,72.63051324,3,-1
63,72,75.45920194,3,-1
21,28,16.89685222,2,1
23,29,33.85421081,2,1
21,24,62.05238935,1,1
19,41,42.74460221,1,1
47,47,77.85972511,5,-1
27,24,47.2850633,0,1
49,60,66.22990206,3,-1
9,24,33.36446017,0,1
12,19,56.57894702,1,1
26,37,59.36715314,4,-1
14,28,44.50058194,0,1
45,58,66.84056104,3,-1
45,62,72.37761295,3,-1
22,37,55.97713349,2,1
15,34,41.53327595,2,1
27,28,32.3380354,0,1
43,38,68.99948733,3,-1
15,30,26.13725874,0,1
32,75,75.25334942,3,-1
36,59,76.04064303,5,-1
17,26,34.63827673,0,1
35,68,64.25556595,5,-1
26,23,51.31521998,0,1
40,66,89.78857295,3,-1
36,44,91.32856461,5,-1
32,23,54.25259374,1,1
18,27,0,2,1
35,46,64.16483975,4,-1
52,54,84.65752853,3,-1
49,78,80.68683465,3,-1
13,23,63.44155994,1,1
29,70,93.90915478,5,-1
21,33,47.30012895,1,1
44,45,81.33741831,3,-1
47,54,73.61648774,5,-1
54,53,81.70876872,4,-1
35,45,94.25915753,5,-1
57,59,77.35075469,5,-1
19,68,74.1069619,4,-1
24,62,62.19902513,5,-1
42,65,72.24747493,5,-1
52,47,81.22325097,4,-1
28,33,50.39613282,0,1
11,31,39.92206845,1,1
23,31,66.15357414,1,1
21,19,53.5954387,1,1
39,86,82.2137288,3,-1
29,85,83.65409466,3,-1
27,52,77.15003095,5,-1
42,46,82.9962281,5,-1
27,41,67.33113836,1,1
44,65,96.96696684,5,-1
30,54,76.76525697,5,-1
35,34,71.80738595,3,-1
22,32,40.03875027,0,1
63,66,73.33714089,4,-1
47,58,75.1567711,3,-1
5,25,88.34978525,3,-1
24,28,35.86072306,1,1
40,61,59.272664,5,-1
42,68,76.53558607,3,-1
38,66,72.05058412,3,-1
22,21,44.68198735,0,1
22,29,49.70412877,1,1
15,28,51.89476856,1,1
15,63,77.03838971,3,-1
19,31,47.17913476,0,1
12,35,55.51583641,2,1
3,35,52.94232122,2,1
31,47,70.75751592,5,-1
39,45,57.67322747,5,-1
35,39,83.96890039,5,-1
18,57,90.55165814,3,-1
37,30,93.28248689,5,-1
12,29,44.62514924,1,1
21,51,89.73440243,3,-1
51,45,74.34753943,3,-1
11,14,48.87659047,2,1
19,83,69.60451086,4,-1
25,26,25.03636765,1,1
19,41,67.59293168,1,1
46,85,66.42540825,4,-1
32,49,79.11511219,5,-1
16,30,58.97277966,1,1
50,82,69.68673718,5,-1
41,62,61.68438299,5,-1
24,36,26.79402736,0,1
47,100,73.17406832,4,-1
45,85,73.05132761,5,-1
20,46,37.05448793,0,1
37,76,78.49109413,5,-1
5,28,56.03627079,2,1
16,48,52.44141371,2,1
25,20,64.33800213,2,1
39,64,71.87061077,4,-1
34,93,70.31613414,3,-1
46,45,82.71543219,3,-1
21,37,35.09406645,2,1
6,32,30.23998802,2,1
31,60,67.76948254,3,-1
21,33,42.53699142,1,1
14,86,60.33649514,4,-1
50,68,67.64321414,3,-1
16,11,56.98147131,2,1
35,30,28.53188512,0,1
22,43,47.07428948,1,1
46,45,76.98670616,4,-1
2,31,71.8064655,1,1
55,52,84.32765271,4,-1
10,33,54.42367704,1,1
24,30,49.92580415,0,1
23,59,60.36992427,5,-1
27,53,58.45572936,2,1
25,20,44.65446069,2,1
17,7,67.74834648,0,1
37,63,72.34036992,3,-1
33,69,54.60187174,5,-1
19,63,69.89413183,4,-1
40,17,79.58888038,5,-1
29,35,29.90638674,0,1
43,41,94.54088415,5,-1
20,41,26.26977062,0,1
19,20,27.46310044,1,1
42,45,81.86776268,5,-1
36,49,64.23665135,3,-1
2,26,22.31244412,2,1
26,34,56.20910428,0,1
38,41,28.22212907,2,1
0,34,25.25671174,2,1
27,50,85.40295872,5,-1
25,57,97.62178736,4,-1
30,33,16.74189943,2,1
14,22,45.15447834,1,1
22,35,66.33835103,2,1
42,73,82.68110679,4,-1
15,25,46.74111511,0,1
32,60,88.18560134,5,-1
20,64,79.7423549,4,-1
36,50,78.07641099,5,-1
32,41,65.61026718,0,1
35,40,68.71885104,5,-1
9,30,38.73952611,2,1
18,19,47.77485051,1,1
21,26,38.19721573,2,1
47,53,60.3123758,3,-1
14,15,60.42875156,0,1
30,51,64.55846701,4,-1
19,32,34.85449533,2,1
36,31,41.55903219,0,1
15,35,36.28054006,1,1
19,37,68.52524339,0,1
17,23,47.48350124,0,1
14,36,42.40885609,0,1
41,61,80.17247139,4,-1
40,53,88.25296296,4,-1
29,27,50.01887783,0,1
42,55,84.31489777,5,-1
9,36,67.56854934,1,1
29,15,59.28749247,0,1
26,55,72.73021836,5,-1
38,54,73.58707765,4,-1
39,28,30.67757151,2,1
25,52,86.65369717,3,-1
20,30,52.7483464,0,1
43,53,63.88750244,5,-1
32,60,79.79027627,3,-1
51,62,83.40574529,3,-1
26,59,78.25213064,4,-1
45,58,88.05333968,3,-1
14,18,53.41583191,0,1
40,57,91.55064598,4,-1
6,21,47.72154778,1,1
41,51,83.87640223,5,-1
38,62,56.54165638,3,-1
53,57,80.46172361,5,-1
42,50,75.28824492,5,-1
41,58,83.02157924,4,-1
19,33,55.95215495,1,1
29,21,47.13063658,2,1
17,36,37.60486244,1,1
25,59,71.3220575,5,-1
41,65,82.74301679,3,-1
21,35,92.33709648,1,1
15,31,56.03181633,2,1
20,25,19.1760335,1,1
30,23,95.02709811,5,-1
30,40,75.58517638,5,-1
12,25,57.06185925,1,1
24,57,68.76832349,4,-1
36,61,92.15695015,5,-1
42,74,77.17873447,5,-1
20,41,47.09212228,2,1
28,67,72.67028502,5,-1
33,58,83.99764109,5,-1
22,23,38.60373367,1,1
55,60,55.46048426,4,-1
35,61,65.25200722,3,-1
33,68,81.43677231,5,-1
40,27,70.98484507,3,-1
21,12,40.95301708,2,1
8,29,31.64008781,2,1
37,40,71.46780599,3,-1
19,23,45.45679255,2,1
33,51,81.42527188,5,-1
41,74,82.46499627,5,-1
44,68,66.49538342,5,-1
34,66,73.41861214,3,-1
56,79,76.41360768,4,-1
18,40,52.72728571,1,1
21,37,52.04656522,2,1
32,33,66.51866626,4,-1
38,41,84.00908069,5,-1
48,36,83.42685592,5,-1
31,19,45.26796109,1,1
24,57,81.35207314,4,-1
7,29,39.4987641,2,1
20,25,47.53787643,1,1
24,53,59.12012875,5,-1
26,60,81.60123734,5,-1
25,30,64.14339318,1,1
24,39,50.97016437,1,1
22,32,46.60574273,1,1
23,30,36.58916317,2,1
46,43,77.94874879,3,-1
24,7,43.0400917,1,1
15,12,55.426046,0,1
24,32,31.84657287,2,1
23,63,79.42685424,4,-1
33,41,53.31285585,1,1
42,71,72.35330982,4,-1
12,27,28.67563732,0,1
40,63,66.32929982,3,-1
6,40,11.43600983,1,1
56,36,75.04723753,4,-1
17,26,39.01583396,0,1
24,34,19.51763139,0,1
13,29,60.228076,0,1
37,48,74.08423966,4,-1
46,72,58.9384355,5,-1
19,47,50.66309084,1,1
38,40,72.3907864,5,-1
43,49,77.08418434,3,-1
27,37,61.2904023,3,-1
30,50,64.96288792,4,-1
10,70,77.12061171,4,-1
32,48,65.50826503,3,-1
46,38,82.91070765,5,-1
18,67,87.16749351,4,-1
33,72,80.0380397,5,-1
28,37,68.05452459,3,-1
56,78,82.80618618,4,-1
53,60,72.56454335,4,-1
29,60,80.80592513,5,-1
7,17,35.52943199,1,1
45,66,60.84228168,4,-1
59,39,68.8353969,5,-1
39,30,91.26181145,3,-1
7,28,54.98901149,1,1
25,24,51.96689479,1,1
16,32,23.43602473,2,1
38,6,58.30843462,1,1
21,27,62.22104806,0,1
44,51,67.35277999,5,-1
27,52,78.42608981,3,-1
44,74,84.49928668,5,-1
10,4,53.34631387,1,1
20,46,57.25551034,4,-1
1,37,50.27528433,0,1
25,27,67.52709116,0,1
18,26,32.66734802,2,1
22,18,32.35828958,0,1
24,62,67.20223449,4,-1
35,54,77.25299089,5,-1
21,8,22.55035179,0,1
41,58,82.26303667,3,-1
23,38,46.25662567,0,1
39,47,80.34600601,4,-1
52,58,68.6871145,3,-1
29,52,62.56706915,4,-1
57,50,88.59915347,5,-1
28,66,89.74930283,3,-1
38,84,66.49572888,3,-1
41,40,78.95904921,4,-1
26,52,85.06208187,4,-1
43,88,53.09130411,4,-1
41,59,83.3592142,3,-1
13,19,47.96651299,1,1
12,39,27.45210189,1,1
39,37,84.55075307,4,-1
15,12,36.84807578,2,1
38,15,47.01951278,0,1
17,32,58.11062796,1,1
46,57,71.94306228,5,-1
9,55,37.95761047,2,1
24,30,30.16322736,1,1
5,26,34.53789866,2,1
20,36,27.15673904,0,1
20,34,63.80454235,2,1
13,20,71.30581114,1,1
47,66,77.13379601,4,-1
32,58,74.68383887,3,-1
36,45,82.39545285,5,-1
38,48,78.20402136,4,-1
13,34,58.37569561,2,1
0,23,43.16493055,1,1
35,64,79.83068038,4,-1
46,55,62.47600943,5,-1
27,26,64.11094432,1,1
21,78,71.78163692,3,-1
48,39,68.87271567,5,-1
37,80,52.4455827,3,-1
41,64,78.08518992,5,-1
32,44,78.39665791,4,-1
20,35,65.60131616,2,1
23,41,35.33138623,0,1
27,22,46.4081831,1,1
40,67,50.15078444,5,-1
33,46,87.43398201,1,1
46,67,53.94656827,5,-1
50,46,84.3975897,5,-1
22,18,34.05907727,0,1
23,14,63.72177656,2,1
2,18,32.47967313,2,1
30,55,62.0245689,3,-1
36,70,81.55872856,5,-1
4,44,62.75775138,2,1
29,88,62.15101964,4,-1
18,31,37.67134096,0,1
31,42,64.88104602,2,1
8,22,47.10976369,0,1
8,11,49.94908289,0,1
18,52,44.81097322,2,1
22,29,37.38267987,0,1
26,51,71.95250896,3,-1
39,56,71.68674548,4,-1
29,28,18.37188098,0,1
32,26,54.45796997,0,1
25,47,9.774321238,1,1
23,43,40.56578095,2,1
31,77,87.41255228,3,-1
29,58,80.13815412,4,-1
16,23,55.57382573,1,1
43,57,76.98052166,5,-1
41,55,69.55869973,5,-1
30,57,72.14162011,4,-1
20,23,36.43320433,1,1
12,39,45.6917484,0,1
27,20,49.73400558,2,1
0,23,65.55076815,2,1
11,8,46.45743248,2,1
18,32,25.23941857,1,1
42,52,57.12595088,3,-1
15,39,28.24427039,0,1
42,71,64.84792718,5,-1
42,39,76.92571432,5,-1
20,31,50.15928393,0,1
12,22,43.29767996,1,1
27,62,87.18165226,4,-1
20,24,59.79633386,2,1
43,64,75.53901758,3,-1
16,17,41.05825239,2,1
48,87,76.96021643,5,-1
45,48,65.69390012,4,-1
55,65,73.83561978,3,-1
53,77,88.50866883,4,-1
20,46,58.59285188,2,1
5,12,22.43856223,0,1
51,88,90.56226699,4,-1
45,53,91.50209049,5,-1
24,50,54.32471918,0,1
12,30,43.03447726,2,1
42,75,64.97498924,3,-1
36,39,59.66760726,5,-1
6,41,47.48621999,1,1
3,48,62.63992968,4,-1
51,68,72.86551626,3,-1
19,18,66.74638243,2,1
32,70,84.4962674,4,-1
38,33,45.3552178,2,1
50,53,93.31380722,5,-1
3,24,43.70611339,1,1
10,30,42.94773444,2,1
22,36,29.09232733,0,1
14,42,54.8815711,1,1
23,25,69.27100381,0,1
36,4,53.32777717,2,1
22,25,37.91549741,1,1
8,26,25.13918248,2,1
15,32,39.08957762,0,1
31,23,58.07828375,0,1
35,62,60.64960924,5,-1
33,30,33.40811814,1,1
32,32,41.65585573,1,1
13,43,61.30160004,0,1
25,24,43.4754958,0,1
40,80,73.54891529,3,-1
44,34,72.09405599,3,-1
11,43,30.52831989,1,1
12,30,21.56869174,2,1
60,59,74.17841221,5,-1
9,31,39.50275933,1,1
24,44,78.68967964,3,-1
52,57,78.34058705,4,-1
54,54,64.94699849,5,-1
12,34,37.76772786,1,1
44,50,62.21048395,3,-1
21,30,62.38064945,0,1
26,21,61.30675548,0,1
25,35,51.38183481,2,1
14,45,56.35809991,1,1
7,27,39.75608192,1,1
21,28,38.35324758,0,1
35,31,58.01517506,1,1
31,16,38.98492959,1,1
52,55,81.92117908,4,-1
48,79,64.921305,5,-1
21,28,45.12291115,1,1
47,65,71.49254289,5,-1
53,63,70.08343248,5,-1
39,68,83.88319593,5,-1
7,13,15.36255378,1,1
26,20,50.33031393,1,1
51,77,50.85145365,5,-1
28,32,19.93305207,0,1
29,28,26.3611978,0,1
14,31,44.17498528,0,1
18,15,31.0924202,0,1
43,91,91.68913342,5,-1
46,55,84.53714964,5,-1
22,36,20.34536667,0,1
8,36,20.64352847,1,1
43,53,69.63893621,3,-1
30,31,49.32613495,0,1
29,33,59.62246766,2,1
22,46,74.56572279,5,-1
19,44,52.15683469,0,1
34,68,77.22575742,3,-1
18,23,29.57739738,2,1
21,35,34.06528051,1,1
38,61,75.75452376,5,-1
33,33,32.07058665,0,1
13,49,52.29769417,1,1
25,73,81.08768585,4,-1
31,23,58.26384492,1,1
21,24,37.06517558,0,1
0,17,24.11341739,0,1
19,41,64.2569341,2,1
15,28,22.15492075,0,1
43,35,28.23327129,2,1
61,66,79.87189752,4,-1
13,11,10.21106646,2,1
20,46,70.83210024,2,1
54,75,88.63832965,4,-1
11,42,29.77063817,2,1
42,48,87.47658853,3,-1
42,45,75.3328922,3,-1
17,39,47.78312056,2,1
44,60,87.6696525,3,-1
30,34,32.22677495,0,1
28,69,79.15156134,5,-1
39,51,79.57071569,3,-1
35,57,71.85464175,5,-1
41,51,93.13822951,4,-1
58,79,76.14640434,5,-1
5,28,39.82658182,0,1
14,30,62.5029933,1,1
41,68,79.60311909,3,-1
24,27,61.80076931,0,1
37,46,60.17491393,5,-1
21,38,31.38119011,2,1
13,21,25.99435298,2,1
43,41,80.92055253,5,-1
8,20,63.1985829,1,1
14,37,22.88278309,0,1
13,34,25.41011466,0,1
53,76,81.42643012,5,-1
8,12,30.63629332,1,1
39,70,84.95687498,5,-1
33,35,64.22348598,4,-1
18,27,73.6024857,2,1
59,79,63.22624764,5,-1
46,78,86.8003859,3,-1
13,19,51.26133367,0,1
18,36,24.92492345,2,1
41,53,69.59516749,5,-1
32,49,37.27740085,1,0
44,51,74.80020772,4,-1
57,59,70.95688506,4,-1
34,80,57.0487319,5,-1
35,73,87.17790467,4,-1
61,52,76.40841533,4,-1
26,22,35.85362153,0,1
12,30,49.67617648,0,1
24,21,47.74063453,1,1
27,71,68.18760323,5,-1
47,74,69.54201821,3,-1
22,27,60.27683306,0,1
27,41,32.42363228,2,1
32,76,81.34400336,5,-1
47,45,75.75186054,3,-1
22,63,88.63699478,3,-1
1,40,30.34570131,1,1
21,71,93.60282191,5,-1
9,34,56.76567802,2,1
31,39,73.61924569,3,-1
56,44,76.10995921,4,-1
40,39,78.3779692,4,-1
38,55,64.04087189,5,-1
37,66,55.20225074,5,-1
35,51,58.8775189,3,-1
16,11,31.94928166,1,1
31,9,58.2962841,1,1
22,42,47.28072078,0,1
26,73,69.95334247,3,-1
37,57,43.21617328,3,-1
14,29,23.93992364,1,1
48,45,70.99620519,3,-1
15,30,47.37606961,2,1
44,58,84.73323732,3,-1
29,63,77.61868646,3,-1
63,37,63.4794204,3,-1
23,36,33.59048966,2,1
20,25,16.46082142,0,1
22,23,56.20439589,1,1
53,57,67.76911231,3,-1
35,76,84.76738285,3,-1
9,45,51.38669658,0,1
27,31,58.16139652,1,1
16,30,58.08591931,1,1
31,49,88.17526128,3,-1
46,44,76.79794123,3,-1
41,56,75.30644146,4,-1
26,74,69.89101083,5,-1
33,34,83.83027499,5,-1
35,63,80.7313053,3,-1
25,21,45.119541,0,1
35,74,73.3432786,5,-1
33,50,78.86486715,3,-1
25,34,44.32078222,1,1
35,56,82.01434239,5,-1
25,48,70.44131903,4,-1
41,24,52.05502661,1,1
4,24,28.52844427,1,1
37,65,64.08612728,5,-1
24,44,42.20991435,1,1
33,35,49.71741186,0,1
28,83,72.24773988,4,-1
27,30,47.32553565,2,1
13,34,55.12232224,2,1
26,26,42.64631333,0,1
43,63,74.85824198,3,-1
30,60,71.58995906,5,-1
61,67,94.35630215,4,-1
4,44,28.37798138,0,1
46,77,69.84033594,4,-1
43,88,91.84755713,4,-1
22,19,45.6905849,0,1
22,25,27.30641754,1,1
24,23,47.50375301,0,1
15,46,48.88271242,0,1
13,7,54.61444891,2,1
10,33,41.91121498,2,1
44,86,56.98510026,3,-1
48,47,71.92341088,5,-1
19,23,48.25972266,1,1
28,24,60.06818339,1,1
24,54,66.93084483,5,-1
25,45,56.85451243,2,1
33,37,67.99864318,2,1
3,13,54.49879545,2,1
22,26,42.77884079,2,1
31,83,64.7024262,4,-1
57,74,76.96653135,3,-1
5,37,47.97389547,0,1
23,31,57.115848,0,1
29,25,69.38101601,1,0
30,23,41.12313701,1,1
18,73,75.57533869,5,-1
24,27,73.39932788,2,1
15,42,39.84499767,2,1
46,67,82.20270304,3,-1
47,71,52.69126856,4,-1
22,39,77.98215593,5,-1
27,27,56.86964132,0,1
15,42,52.66839543,1,1
42,59,52.70817522,3,-1
28,33,47.24191794,2,1
34,46,79.1914518,3,-1
22,22,50.34550596,1,1
18,98,72.31335292,5,-1
20,39,39.76893404,1,1
51,58,80.22977371,3,-1
22,49,50.2734077,1,1
27,49,38.96517927,0,1
54,62,83.25950006,3,-1
31,39,52.1432507,2,1
32,41,86.82173476,4,-1
44,47,71.5321644,4,-1
17,4,87.14265722,2,1
52,52,71.43371822,3,-1
30,37,25.01465102,0,1
39,74,65.18034646,5,-1
31,35,59.65484468,0,1
29,46,75.20195056,3,-1
12,42,36.80844224,1,1
19,45,62.06583203,0,1
23,32,43.98071791,2,1
14,36,26.56077621,0,1
45,56,77.54375264,3,-1
49,34,70.4076204,5,-1
8,42,41.88953933,1,1
31,31,59.05492635,1,1
18,29,44.41480658,2,1
12,52,70.68134136,2,0
12,42,48.73526329,2,1
29,21,50.44164698,1,1
15,36,45.54213238,0,1
49,53,64.62500934,3,-1
13,21,73.51846754,1,1
36,52,62.86143324,5,-1
26,59,78.04883333,4,-1
25,67,55.47550364,5,-1
26,11,33.7076552,0,1
16,23,37.6305311,0,1
24,44,60.88896151,5,-1
34,55,69.03541712,5,-1
28,18,47.41822651,0,1
25,10,30.65610449,2,1
16,28,50.78601114,1,1
32,70,77.08067886,5,-1
42,53,78.1553525,4,-1
25,35,9.802836962,1,1
41,47,97.69624122,5,-1
47,39,64.50171244,4,-1
16,29,35.89984966,2,1
65,56,65.97807814,4,-1
23,33,43.5274054,0,1
14,43,34.94039621,2,1
58,66,87.78861111,4,-1
42,30,98.67891372,3,-1
33,79,55.7094036,5,-1
28,36,36.90658873,2,1
27,102,89.02349216,4,-1
55,76,77.13735478,4,-1
45,62,71.70045641,5,-1
42,96,87.612879,4,-1
12,33,45.26053913,0,1
27,21,43.4895267,1,1
51,74,68.52530175,3,-1
23,24,67.31354371,2,1
42,73,73.51447256,4,-1
48,86,70.73570948,4,-1
59,20,62.22908489,5,-1
6,20,61.54738253,0,1
30,11,50.07119031,0,1
24,20,78.68424615,1,1
45,64,83.14688096,5,-1
36,31,62.5030193,1,1
47,65,86.16726565,3,-1
23,23,44.48035947,0,1
52,58,86.27605184,5,-1
36,35,72.23493752,4,-1
23,25,55.45761525,1,1
38,51,83.30858054,3,-1
40,60,91.83016656,5,-1
8,18,60.6598861,0,1
37,86,86.03033449,4,-1
30,41,25.81170334,2,1
28,56,70.30740316,5,-1
20,36,32.08547407,0,1
30,65,60.72864358,4,-1
15,35,33.36663959,1,1
29,52,60.30688142,1,1
28,27,24.17645134,1,1
10,28,25.05552858,0,1
37,57,78.32369009,5,-1
24,38,54.40399083,1,1
15,20,47.0507458,2,1
24,34,39.11394656,2,1
37,72,74.28232369,4,-1
62,69,82.22405221,4,-1
14,27,66.61088998,2,1
18,33,39.16687424,1,1
21,34,59.84954763,1,1
21,43,70.95363804,2,1
15,19,42.60018909,0,1
39,60,78.79765794,4,-1
49,58,86.71909565,3,-1
20,19,30.64106093,2,1
52,95,68.95796671,4,-1
41,60,59.07219336,4,-1
36,23,35.62560282,1,1
26,29,59.0132086,0,1
19,15,22.22582244,2,1
20,23,50.03359827,2,1
9,34,60.35381004,2,1
37,30,65.84274573,5,-1
15,44,42.06080565,0,1
24,36,63.34742493,0,1
18,36,33.27311006,0,1
25,41,56.37790618,1,1
38,88,73.15309467,5,-1
49,61,74.93834649,5,-1
32,66,73.90785527,5,-1
8,34,59.48716155,0,1
30,29,68.76149216,1,1
34,57,71.46748582,4,-1
12,66,67.95058052,4,-1
39,41,73.8755464,3,-1
14,34,40.16461774,2,1
33,4,80.07269416,4,-1
10,30,53.05500433,1,1
28,68,64.10658307,4,-1
20,27,61.39306724,1,1
11,19,50.87482541,0,1
26,77,79.59551411,4,-1
30,44,65.49307519,0,1
14,26,51.63241961,2,1
31,66,71.04932173,4,-1
24,18,64.96458495,0,1
53,57,90.72599961,4,-1
27,40,27.61852505,2,1
27,71,57.63431008,3,-1
22,7,18.89968245,2,1
8,31,30.00255445,0,1
32,37,57.02878822,2,1
28,32,51.05620931,0,1
22,32,28.66527187,1,1
44,56,61.62459367,3,-1
47,81,72.48424819,4,-1
29,32,47.96388247,2,1
23,22,51.00540397,1,1
42,48,59.33267418,4,-1
53,48,65.24409172,5,-1
14,33,61.33442207,0,1
14,32,31.54735916,2,1
21,35,36.66230203,1,1
48,57,56.40228786,3,-1
40,56,75.64986053,3,-1
33,44,75.59552075,3,-1
43,70,75.81169417,5,-1
42,57,72.78817683,3,-1
10,21,64.91745394,1,0
20,33,29.60007073,1,1
25,16,34.61714057,2,1
41,51,70.39586704,4,-1
